"kilde (aktivitet)";"energiprodukt";"komponent";"år";"statistikkvariabel";"08940: Klimagasser, etter kilde (aktivitet), energiprodukt, komponent, år og statistikkvariabel"
"6 Luftfart, sjøfart, fiske, motorredskaper m.m.";"VT6 Tungolje, spillolje";"K90 Perfluorkarboner (PFK)";"2009";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"6 Luftfart, sjøfart, fiske, motorredskaper m.m.";"VT6 Tungolje, spillolje";"K90 Perfluorkarboner (PFK)";"2010";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"6 Luftfart, sjøfart, fiske, motorredskaper m.m.";"VT6 Tungolje, spillolje";"K90 Perfluorkarboner (PFK)";"2011";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"6 Luftfart, sjøfart, fiske, motorredskaper m.m.";"VT6 Tungolje, spillolje";"K90 Perfluorkarboner (PFK)";"2012";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"6 Luftfart, sjøfart, fiske, motorredskaper m.m.";"VT6 Tungolje, spillolje";"K90 Perfluorkarboner (PFK)";"2013";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"6 Luftfart, sjøfart, fiske, motorredskaper m.m.";"VT6 Tungolje, spillolje";"K90 Perfluorkarboner (PFK)";"2014";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"6 Luftfart, sjøfart, fiske, motorredskaper m.m.";"VT6 Tungolje, spillolje";"K90 Perfluorkarboner (PFK)";"2015";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"6 Luftfart, sjøfart, fiske, motorredskaper m.m.";"VT6 Tungolje, spillolje";"K90 Perfluorkarboner (PFK)";"2016";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"6 Luftfart, sjøfart, fiske, motorredskaper m.m.";"VT6 Tungolje, spillolje";"K90 Perfluorkarboner (PFK)";"2017";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"6 Luftfart, sjøfart, fiske, motorredskaper m.m.";"VT6 Tungolje, spillolje";"K90 Perfluorkarboner (PFK)";"2018";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"6 Luftfart, sjøfart, fiske, motorredskaper m.m.";"VT6 Tungolje, spillolje";"K90 Perfluorkarboner (PFK)";"2019";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"6 Luftfart, sjøfart, fiske, motorredskaper m.m.";"VT6 Tungolje, spillolje";"K90 Perfluorkarboner (PFK)";"2020";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"6 Luftfart, sjøfart, fiske, motorredskaper m.m.";"VT6 Tungolje, spillolje";"K90 Perfluorkarboner (PFK)";"2021";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"6 Luftfart, sjøfart, fiske, motorredskaper m.m.";"VT6 Tungolje, spillolje";"K95 Svovelheksafluorid (SF6)";"1990";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"6 Luftfart, sjøfart, fiske, motorredskaper m.m.";"VT6 Tungolje, spillolje";"K95 Svovelheksafluorid (SF6)";"1991";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"6 Luftfart, sjøfart, fiske, motorredskaper m.m.";"VT6 Tungolje, spillolje";"K95 Svovelheksafluorid (SF6)";"1992";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"6 Luftfart, sjøfart, fiske, motorredskaper m.m.";"VT6 Tungolje, spillolje";"K95 Svovelheksafluorid (SF6)";"1993";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"6 Luftfart, sjøfart, fiske, motorredskaper m.m.";"VT6 Tungolje, spillolje";"K95 Svovelheksafluorid (SF6)";"1994";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"6 Luftfart, sjøfart, fiske, motorredskaper m.m.";"VT6 Tungolje, spillolje";"K95 Svovelheksafluorid (SF6)";"1995";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"6 Luftfart, sjøfart, fiske, motorredskaper m.m.";"VT6 Tungolje, spillolje";"K95 Svovelheksafluorid (SF6)";"1996";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"6 Luftfart, sjøfart, fiske, motorredskaper m.m.";"VT6 Tungolje, spillolje";"K95 Svovelheksafluorid (SF6)";"1997";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"6 Luftfart, sjøfart, fiske, motorredskaper m.m.";"VT6 Tungolje, spillolje";"K95 Svovelheksafluorid (SF6)";"1998";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"6 Luftfart, sjøfart, fiske, motorredskaper m.m.";"VT6 Tungolje, spillolje";"K95 Svovelheksafluorid (SF6)";"1999";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"6 Luftfart, sjøfart, fiske, motorredskaper m.m.";"VT6 Tungolje, spillolje";"K95 Svovelheksafluorid (SF6)";"2000";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"6 Luftfart, sjøfart, fiske, motorredskaper m.m.";"VT6 Tungolje, spillolje";"K95 Svovelheksafluorid (SF6)";"2001";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"6 Luftfart, sjøfart, fiske, motorredskaper m.m.";"VT6 Tungolje, spillolje";"K95 Svovelheksafluorid (SF6)";"2002";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"6 Luftfart, sjøfart, fiske, motorredskaper m.m.";"VT6 Tungolje, spillolje";"K95 Svovelheksafluorid (SF6)";"2003";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"6 Luftfart, sjøfart, fiske, motorredskaper m.m.";"VT6 Tungolje, spillolje";"K95 Svovelheksafluorid (SF6)";"2004";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"6 Luftfart, sjøfart, fiske, motorredskaper m.m.";"VT6 Tungolje, spillolje";"K95 Svovelheksafluorid (SF6)";"2005";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"6 Luftfart, sjøfart, fiske, motorredskaper m.m.";"VT6 Tungolje, spillolje";"K95 Svovelheksafluorid (SF6)";"2006";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"6 Luftfart, sjøfart, fiske, motorredskaper m.m.";"VT6 Tungolje, spillolje";"K95 Svovelheksafluorid (SF6)";"2007";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"6 Luftfart, sjøfart, fiske, motorredskaper m.m.";"VT6 Tungolje, spillolje";"K95 Svovelheksafluorid (SF6)";"2008";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"6 Luftfart, sjøfart, fiske, motorredskaper m.m.";"VT6 Tungolje, spillolje";"K95 Svovelheksafluorid (SF6)";"2009";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"6 Luftfart, sjøfart, fiske, motorredskaper m.m.";"VT6 Tungolje, spillolje";"K95 Svovelheksafluorid (SF6)";"2010";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"6 Luftfart, sjøfart, fiske, motorredskaper m.m.";"VT6 Tungolje, spillolje";"K95 Svovelheksafluorid (SF6)";"2011";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"6 Luftfart, sjøfart, fiske, motorredskaper m.m.";"VT6 Tungolje, spillolje";"K95 Svovelheksafluorid (SF6)";"2012";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"6 Luftfart, sjøfart, fiske, motorredskaper m.m.";"VT6 Tungolje, spillolje";"K95 Svovelheksafluorid (SF6)";"2013";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"6 Luftfart, sjøfart, fiske, motorredskaper m.m.";"VT6 Tungolje, spillolje";"K95 Svovelheksafluorid (SF6)";"2014";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"6 Luftfart, sjøfart, fiske, motorredskaper m.m.";"VT6 Tungolje, spillolje";"K95 Svovelheksafluorid (SF6)";"2015";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"6 Luftfart, sjøfart, fiske, motorredskaper m.m.";"VT6 Tungolje, spillolje";"K95 Svovelheksafluorid (SF6)";"2016";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"6 Luftfart, sjøfart, fiske, motorredskaper m.m.";"VT6 Tungolje, spillolje";"K95 Svovelheksafluorid (SF6)";"2017";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"6 Luftfart, sjøfart, fiske, motorredskaper m.m.";"VT6 Tungolje, spillolje";"K95 Svovelheksafluorid (SF6)";"2018";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"6 Luftfart, sjøfart, fiske, motorredskaper m.m.";"VT6 Tungolje, spillolje";"K95 Svovelheksafluorid (SF6)";"2019";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"6 Luftfart, sjøfart, fiske, motorredskaper m.m.";"VT6 Tungolje, spillolje";"K95 Svovelheksafluorid (SF6)";"2020";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"6 Luftfart, sjøfart, fiske, motorredskaper m.m.";"VT6 Tungolje, spillolje";"K95 Svovelheksafluorid (SF6)";"2021";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"6 Luftfart, sjøfart, fiske, motorredskaper m.m.";"VT7 Avfall";"A10 Klimagasser i alt";"1990";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"6 Luftfart, sjøfart, fiske, motorredskaper m.m.";"VT7 Avfall";"A10 Klimagasser i alt";"1991";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"6 Luftfart, sjøfart, fiske, motorredskaper m.m.";"VT7 Avfall";"A10 Klimagasser i alt";"1992";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"6 Luftfart, sjøfart, fiske, motorredskaper m.m.";"VT7 Avfall";"A10 Klimagasser i alt";"1993";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"6 Luftfart, sjøfart, fiske, motorredskaper m.m.";"VT7 Avfall";"A10 Klimagasser i alt";"1994";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"6 Luftfart, sjøfart, fiske, motorredskaper m.m.";"VT7 Avfall";"A10 Klimagasser i alt";"1995";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"6 Luftfart, sjøfart, fiske, motorredskaper m.m.";"VT7 Avfall";"A10 Klimagasser i alt";"1996";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"6 Luftfart, sjøfart, fiske, motorredskaper m.m.";"VT7 Avfall";"A10 Klimagasser i alt";"1997";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"6 Luftfart, sjøfart, fiske, motorredskaper m.m.";"VT7 Avfall";"A10 Klimagasser i alt";"1998";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"6 Luftfart, sjøfart, fiske, motorredskaper m.m.";"VT7 Avfall";"A10 Klimagasser i alt";"1999";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"6 Luftfart, sjøfart, fiske, motorredskaper m.m.";"VT7 Avfall";"A10 Klimagasser i alt";"2000";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"6 Luftfart, sjøfart, fiske, motorredskaper m.m.";"VT7 Avfall";"A10 Klimagasser i alt";"2001";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"6 Luftfart, sjøfart, fiske, motorredskaper m.m.";"VT7 Avfall";"A10 Klimagasser i alt";"2002";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"6 Luftfart, sjøfart, fiske, motorredskaper m.m.";"VT7 Avfall";"A10 Klimagasser i alt";"2003";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"6 Luftfart, sjøfart, fiske, motorredskaper m.m.";"VT7 Avfall";"A10 Klimagasser i alt";"2004";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"6 Luftfart, sjøfart, fiske, motorredskaper m.m.";"VT7 Avfall";"A10 Klimagasser i alt";"2005";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"6 Luftfart, sjøfart, fiske, motorredskaper m.m.";"VT7 Avfall";"A10 Klimagasser i alt";"2006";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"6 Luftfart, sjøfart, fiske, motorredskaper m.m.";"VT7 Avfall";"A10 Klimagasser i alt";"2007";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"6 Luftfart, sjøfart, fiske, motorredskaper m.m.";"VT7 Avfall";"A10 Klimagasser i alt";"2008";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"6 Luftfart, sjøfart, fiske, motorredskaper m.m.";"VT7 Avfall";"A10 Klimagasser i alt";"2009";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"6 Luftfart, sjøfart, fiske, motorredskaper m.m.";"VT7 Avfall";"A10 Klimagasser i alt";"2010";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"6 Luftfart, sjøfart, fiske, motorredskaper m.m.";"VT7 Avfall";"A10 Klimagasser i alt";"2011";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"6 Luftfart, sjøfart, fiske, motorredskaper m.m.";"VT7 Avfall";"A10 Klimagasser i alt";"2012";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"6 Luftfart, sjøfart, fiske, motorredskaper m.m.";"VT7 Avfall";"A10 Klimagasser i alt";"2013";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"6 Luftfart, sjøfart, fiske, motorredskaper m.m.";"VT7 Avfall";"A10 Klimagasser i alt";"2014";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"6 Luftfart, sjøfart, fiske, motorredskaper m.m.";"VT7 Avfall";"A10 Klimagasser i alt";"2015";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"6 Luftfart, sjøfart, fiske, motorredskaper m.m.";"VT7 Avfall";"A10 Klimagasser i alt";"2016";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"6 Luftfart, sjøfart, fiske, motorredskaper m.m.";"VT7 Avfall";"A10 Klimagasser i alt";"2017";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"6 Luftfart, sjøfart, fiske, motorredskaper m.m.";"VT7 Avfall";"A10 Klimagasser i alt";"2018";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"6 Luftfart, sjøfart, fiske, motorredskaper m.m.";"VT7 Avfall";"A10 Klimagasser i alt";"2019";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"6 Luftfart, sjøfart, fiske, motorredskaper m.m.";"VT7 Avfall";"A10 Klimagasser i alt";"2020";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"6 Luftfart, sjøfart, fiske, motorredskaper m.m.";"VT7 Avfall";"A10 Klimagasser i alt";"2021";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"6 Luftfart, sjøfart, fiske, motorredskaper m.m.";"VT7 Avfall";"K11 Karbondioksid (CO2)";"1990";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"6 Luftfart, sjøfart, fiske, motorredskaper m.m.";"VT7 Avfall";"K11 Karbondioksid (CO2)";"1991";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"6 Luftfart, sjøfart, fiske, motorredskaper m.m.";"VT7 Avfall";"K11 Karbondioksid (CO2)";"1992";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"6 Luftfart, sjøfart, fiske, motorredskaper m.m.";"VT7 Avfall";"K11 Karbondioksid (CO2)";"1993";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"6 Luftfart, sjøfart, fiske, motorredskaper m.m.";"VT7 Avfall";"K11 Karbondioksid (CO2)";"1994";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"6 Luftfart, sjøfart, fiske, motorredskaper m.m.";"VT7 Avfall";"K11 Karbondioksid (CO2)";"1995";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"6 Luftfart, sjøfart, fiske, motorredskaper m.m.";"VT7 Avfall";"K11 Karbondioksid (CO2)";"1996";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"6 Luftfart, sjøfart, fiske, motorredskaper m.m.";"VT7 Avfall";"K11 Karbondioksid (CO2)";"1997";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"6 Luftfart, sjøfart, fiske, motorredskaper m.m.";"VT7 Avfall";"K11 Karbondioksid (CO2)";"1998";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"6 Luftfart, sjøfart, fiske, motorredskaper m.m.";"VT7 Avfall";"K11 Karbondioksid (CO2)";"1999";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"6 Luftfart, sjøfart, fiske, motorredskaper m.m.";"VT7 Avfall";"K11 Karbondioksid (CO2)";"2000";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"6 Luftfart, sjøfart, fiske, motorredskaper m.m.";"VT7 Avfall";"K11 Karbondioksid (CO2)";"2001";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"6 Luftfart, sjøfart, fiske, motorredskaper m.m.";"VT7 Avfall";"K11 Karbondioksid (CO2)";"2002";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"6 Luftfart, sjøfart, fiske, motorredskaper m.m.";"VT7 Avfall";"K11 Karbondioksid (CO2)";"2003";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"6 Luftfart, sjøfart, fiske, motorredskaper m.m.";"VT7 Avfall";"K11 Karbondioksid (CO2)";"2004";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"6 Luftfart, sjøfart, fiske, motorredskaper m.m.";"VT7 Avfall";"K11 Karbondioksid (CO2)";"2005";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"6 Luftfart, sjøfart, fiske, motorredskaper m.m.";"VT7 Avfall";"K11 Karbondioksid (CO2)";"2006";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"6 Luftfart, sjøfart, fiske, motorredskaper m.m.";"VT7 Avfall";"K11 Karbondioksid (CO2)";"2007";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"6 Luftfart, sjøfart, fiske, motorredskaper m.m.";"VT7 Avfall";"K11 Karbondioksid (CO2)";"2008";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"6 Luftfart, sjøfart, fiske, motorredskaper m.m.";"VT7 Avfall";"K11 Karbondioksid (CO2)";"2009";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"6 Luftfart, sjøfart, fiske, motorredskaper m.m.";"VT7 Avfall";"K11 Karbondioksid (CO2)";"2010";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"6 Luftfart, sjøfart, fiske, motorredskaper m.m.";"VT7 Avfall";"K11 Karbondioksid (CO2)";"2011";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"6 Luftfart, sjøfart, fiske, motorredskaper m.m.";"VT7 Avfall";"K11 Karbondioksid (CO2)";"2012";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"6 Luftfart, sjøfart, fiske, motorredskaper m.m.";"VT7 Avfall";"K11 Karbondioksid (CO2)";"2013";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"6 Luftfart, sjøfart, fiske, motorredskaper m.m.";"VT7 Avfall";"K11 Karbondioksid (CO2)";"2014";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"6 Luftfart, sjøfart, fiske, motorredskaper m.m.";"VT7 Avfall";"K11 Karbondioksid (CO2)";"2015";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"6 Luftfart, sjøfart, fiske, motorredskaper m.m.";"VT7 Avfall";"K11 Karbondioksid (CO2)";"2016";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"6 Luftfart, sjøfart, fiske, motorredskaper m.m.";"VT7 Avfall";"K11 Karbondioksid (CO2)";"2017";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"6 Luftfart, sjøfart, fiske, motorredskaper m.m.";"VT7 Avfall";"K11 Karbondioksid (CO2)";"2018";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"6 Luftfart, sjøfart, fiske, motorredskaper m.m.";"VT7 Avfall";"K11 Karbondioksid (CO2)";"2019";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"6 Luftfart, sjøfart, fiske, motorredskaper m.m.";"VT7 Avfall";"K11 Karbondioksid (CO2)";"2020";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"6 Luftfart, sjøfart, fiske, motorredskaper m.m.";"VT7 Avfall";"K11 Karbondioksid (CO2)";"2021";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"6 Luftfart, sjøfart, fiske, motorredskaper m.m.";"VT7 Avfall";"K12 Metan (CH4)";"1990";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"6 Luftfart, sjøfart, fiske, motorredskaper m.m.";"VT7 Avfall";"K12 Metan (CH4)";"1991";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"6 Luftfart, sjøfart, fiske, motorredskaper m.m.";"VT7 Avfall";"K12 Metan (CH4)";"1992";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"6 Luftfart, sjøfart, fiske, motorredskaper m.m.";"VT7 Avfall";"K12 Metan (CH4)";"1993";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"6 Luftfart, sjøfart, fiske, motorredskaper m.m.";"VT7 Avfall";"K12 Metan (CH4)";"1994";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"6 Luftfart, sjøfart, fiske, motorredskaper m.m.";"VT7 Avfall";"K12 Metan (CH4)";"1995";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"6 Luftfart, sjøfart, fiske, motorredskaper m.m.";"VT7 Avfall";"K12 Metan (CH4)";"1996";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"6 Luftfart, sjøfart, fiske, motorredskaper m.m.";"VT7 Avfall";"K12 Metan (CH4)";"1997";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"6 Luftfart, sjøfart, fiske, motorredskaper m.m.";"VT7 Avfall";"K12 Metan (CH4)";"1998";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"6 Luftfart, sjøfart, fiske, motorredskaper m.m.";"VT7 Avfall";"K12 Metan (CH4)";"1999";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"6 Luftfart, sjøfart, fiske, motorredskaper m.m.";"VT7 Avfall";"K12 Metan (CH4)";"2000";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"6 Luftfart, sjøfart, fiske, motorredskaper m.m.";"VT7 Avfall";"K12 Metan (CH4)";"2001";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"6 Luftfart, sjøfart, fiske, motorredskaper m.m.";"VT7 Avfall";"K12 Metan (CH4)";"2002";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"6 Luftfart, sjøfart, fiske, motorredskaper m.m.";"VT7 Avfall";"K12 Metan (CH4)";"2003";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"6 Luftfart, sjøfart, fiske, motorredskaper m.m.";"VT7 Avfall";"K12 Metan (CH4)";"2004";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"6 Luftfart, sjøfart, fiske, motorredskaper m.m.";"VT7 Avfall";"K12 Metan (CH4)";"2005";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"6 Luftfart, sjøfart, fiske, motorredskaper m.m.";"VT7 Avfall";"K12 Metan (CH4)";"2006";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"6 Luftfart, sjøfart, fiske, motorredskaper m.m.";"VT7 Avfall";"K12 Metan (CH4)";"2007";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"6 Luftfart, sjøfart, fiske, motorredskaper m.m.";"VT7 Avfall";"K12 Metan (CH4)";"2008";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"6 Luftfart, sjøfart, fiske, motorredskaper m.m.";"VT7 Avfall";"K12 Metan (CH4)";"2009";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"6 Luftfart, sjøfart, fiske, motorredskaper m.m.";"VT7 Avfall";"K12 Metan (CH4)";"2010";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"6 Luftfart, sjøfart, fiske, motorredskaper m.m.";"VT7 Avfall";"K12 Metan (CH4)";"2011";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"6 Luftfart, sjøfart, fiske, motorredskaper m.m.";"VT7 Avfall";"K12 Metan (CH4)";"2012";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"6 Luftfart, sjøfart, fiske, motorredskaper m.m.";"VT7 Avfall";"K12 Metan (CH4)";"2013";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"6 Luftfart, sjøfart, fiske, motorredskaper m.m.";"VT7 Avfall";"K12 Metan (CH4)";"2014";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"6 Luftfart, sjøfart, fiske, motorredskaper m.m.";"VT7 Avfall";"K12 Metan (CH4)";"2015";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"6 Luftfart, sjøfart, fiske, motorredskaper m.m.";"VT7 Avfall";"K12 Metan (CH4)";"2016";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"6 Luftfart, sjøfart, fiske, motorredskaper m.m.";"VT7 Avfall";"K12 Metan (CH4)";"2017";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"6 Luftfart, sjøfart, fiske, motorredskaper m.m.";"VT7 Avfall";"K12 Metan (CH4)";"2018";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"6 Luftfart, sjøfart, fiske, motorredskaper m.m.";"VT7 Avfall";"K12 Metan (CH4)";"2019";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"6 Luftfart, sjøfart, fiske, motorredskaper m.m.";"VT7 Avfall";"K12 Metan (CH4)";"2020";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"6 Luftfart, sjøfart, fiske, motorredskaper m.m.";"VT7 Avfall";"K12 Metan (CH4)";"2021";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"6 Luftfart, sjøfart, fiske, motorredskaper m.m.";"VT7 Avfall";"K13 Lystgass (N2O)";"1990";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"6 Luftfart, sjøfart, fiske, motorredskaper m.m.";"VT7 Avfall";"K13 Lystgass (N2O)";"1991";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"6 Luftfart, sjøfart, fiske, motorredskaper m.m.";"VT7 Avfall";"K13 Lystgass (N2O)";"1992";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"6 Luftfart, sjøfart, fiske, motorredskaper m.m.";"VT7 Avfall";"K13 Lystgass (N2O)";"1993";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"6 Luftfart, sjøfart, fiske, motorredskaper m.m.";"VT7 Avfall";"K13 Lystgass (N2O)";"1994";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"6 Luftfart, sjøfart, fiske, motorredskaper m.m.";"VT7 Avfall";"K13 Lystgass (N2O)";"1995";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
